rest_id,day,month,weeday,weekend,is_holiday,is_dec,is_nov,competitors_price,discounts,sales
0,1/30/2016,1,5,TRUE,FALSE,FALSE,FALSE,2.87,0,70
0,1/31/2016,1,6,TRUE,FALSE,FALSE,FALSE,5.44,5,249.5
0,2/1/2016,2,0,FALSE,FALSE,FALSE,FALSE,3.8,0,53
0,2/2/2016,2,1,FALSE,FALSE,FALSE,FALSE,2.68,25,1113
0,2/3/2016,2,2,FALSE,FALSE,FALSE,FALSE,3.24,20,695
0,2/4/2016,2,3,FALSE,FALSE,FALSE,FALSE,5.13,30,779
0,2/5/2016,2,4,FALSE,FALSE,FALSE,FALSE,2.61,20,997
0,2/6/2016,2,5,TRUE,FALSE,FALSE,FALSE,3.36,10,359
0,2/7/2016,2,6,TRUE,FALSE,FALSE,FALSE,2.96,10,371
0,2/8/2016,2,0,FALSE,FALSE,FALSE,FALSE,3.94,15,508.5
0,2/9/2016,2,1,FALSE,FALSE,FALSE,FALSE,5.12,0,47
0,2/10/2016,2,2,FALSE,FALSE,FALSE,FALSE,5.26,30,925
0,2/11/2016,2,3,FALSE,FALSE,FALSE,FALSE,2.14,5,310
0,2/12/2016,2,4,FALSE,FALSE,FALSE,FALSE,3.44,30,1635
0,2/13/2016,2,5,TRUE,FALSE,FALSE,FALSE,3.37,25,1297.5
0,2/14/2016,2,6,TRUE,FALSE,FALSE,FALSE,3.08,10,448
0,2/15/2016,2,0,FALSE,TRUE,FALSE,FALSE,4.84,25,674
0,2/16/2016,2,1,FALSE,FALSE,FALSE,FALSE,3.62,0,40
0,2/17/2016,2,2,FALSE,FALSE,FALSE,FALSE,5.53,25,538.5
0,2/18/2016,2,3,FALSE,FALSE,FALSE,FALSE,3.28,25,1066.5
0,2/19/2016,2,4,FALSE,FALSE,FALSE,FALSE,3.95,10,383
0,2/20/2016,2,5,TRUE,FALSE,FALSE,FALSE,2.96,0,48
0,2/21/2016,2,6,TRUE,FALSE,FALSE,FALSE,3.78,0,53
0,2/22/2016,2,0,FALSE,FALSE,FALSE,FALSE,1.57,0,36
0,2/23/2016,2,1,FALSE,FALSE,FALSE,FALSE,2.69,0,35
0,2/24/2016,2,2,FALSE,FALSE,FALSE,FALSE,4.62,25,654
0,2/25/2016,2,3,FALSE,FALSE,FALSE,FALSE,2.83,25,1267
0,2/26/2016,2,4,FALSE,FALSE,FALSE,FALSE,4.95,15,584
0,2/27/2016,2,5,TRUE,FALSE,FALSE,FALSE,4.75,0,50
0,2/28/2016,2,6,TRUE,FALSE,FALSE,FALSE,4.82,10,338
0,2/29/2016,2,0,FALSE,FALSE,FALSE,FALSE,4.85,5,191
0,3/1/2016,3,1,FALSE,FALSE,FALSE,FALSE,2.95,10,411
0,3/2/2016,3,2,FALSE,FALSE,FALSE,FALSE,3.35,5,227
0,3/3/2016,3,3,FALSE,FALSE,FALSE,FALSE,4.21,25,822
0,3/4/2016,3,4,FALSE,FALSE,FALSE,FALSE,3.79,30,1377
0,3/5/2016,3,5,TRUE,FALSE,FALSE,FALSE,3,15,533.5
0,3/6/2016,3,6,TRUE,FALSE,FALSE,FALSE,3.58,15,421.5
0,3/7/2016,3,0,FALSE,FALSE,FALSE,FALSE,3.91,10,354
0,3/8/2016,3,1,FALSE,FALSE,FALSE,FALSE,4.68,20,750
0,3/9/2016,3,2,FALSE,FALSE,FALSE,FALSE,4.75,10,361
0,3/10/2016,3,3,FALSE,FALSE,FALSE,FALSE,2.25,40,1403
0,3/11/2016,3,4,FALSE,FALSE,FALSE,FALSE,4.04,5,258.5
0,3/12/2016,3,5,TRUE,FALSE,FALSE,FALSE,3.86,10,395
0,3/13/2016,3,6,TRUE,FALSE,FALSE,FALSE,3.07,15,612.5
0,3/14/2016,3,0,FALSE,FALSE,FALSE,FALSE,5.09,0,46
0,3/15/2016,3,1,FALSE,FALSE,FALSE,FALSE,3.5,5,192.5
0,3/16/2016,3,2,FALSE,FALSE,FALSE,FALSE,2.73,10,388
0,3/17/2016,3,3,FALSE,FALSE,FALSE,FALSE,3.35,0,59
0,3/18/2016,3,4,FALSE,FALSE,FALSE,FALSE,3.79,0,55
0,3/19/2016,3,5,TRUE,FALSE,FALSE,FALSE,4.69,0,63
0,3/20/2016,3,6,TRUE,FALSE,FALSE,FALSE,5.88,5,187.5
0,3/21/2016,3,0,FALSE,FALSE,FALSE,FALSE,6.08,0,47
0,3/22/2016,3,1,FALSE,FALSE,FALSE,FALSE,4.45,0,52
0,3/23/2016,3,2,FALSE,FALSE,FALSE,FALSE,5.16,5,153.5
0,3/24/2016,3,3,FALSE,FALSE,FALSE,FALSE,5,0,47
0,3/25/2016,3,4,FALSE,FALSE,FALSE,FALSE,3.88,5,256
0,3/26/2016,3,5,TRUE,FALSE,FALSE,FALSE,3.71,0,52
0,3/27/2016,3,6,TRUE,FALSE,FALSE,FALSE,3.97,5,213
0,3/28/2016,3,0,FALSE,FALSE,FALSE,FALSE,3.83,20,730
0,3/29/2016,3,1,FALSE,FALSE,FALSE,FALSE,2.52,20,735
0,3/30/2016,3,2,FALSE,FALSE,FALSE,FALSE,3.66,20,841
0,3/31/2016,3,3,FALSE,FALSE,FALSE,FALSE,4.44,5,219.5
0,4/1/2016,4,4,FALSE,FALSE,FALSE,FALSE,5.65,30,1052
0,4/2/2016,4,5,TRUE,FALSE,FALSE,FALSE,2.98,5,268.5
0,4/3/2016,4,6,TRUE,FALSE,FALSE,FALSE,2.23,30,1229
0,4/4/2016,4,0,FALSE,FALSE,FALSE,FALSE,3.63,5,165.5
0,4/5/2016,4,1,FALSE,FALSE,FALSE,FALSE,4.31,20,816
0,4/6/2016,4,2,FALSE,FALSE,FALSE,FALSE,4.62,0,36
0,4/7/2016,4,3,FALSE,FALSE,FALSE,FALSE,4.21,20,760
0,4/8/2016,4,4,FALSE,FALSE,FALSE,FALSE,6.02,0,69
0,4/9/2016,4,5,TRUE,FALSE,FALSE,FALSE,4.84,0,71
0,4/10/2016,4,6,TRUE,FALSE,FALSE,FALSE,3.52,5,201.5
0,4/11/2016,4,0,FALSE,FALSE,FALSE,FALSE,2.86,25,1055.5
0,4/12/2016,4,1,FALSE,FALSE,FALSE,FALSE,3.46,5,194
0,4/13/2016,4,2,FALSE,FALSE,FALSE,FALSE,4.38,20,572
0,4/14/2016,4,3,FALSE,FALSE,FALSE,FALSE,3.77,15,547
0,4/15/2016,4,4,FALSE,FALSE,FALSE,FALSE,3.21,0,54
0,4/16/2016,4,5,TRUE,FALSE,FALSE,FALSE,3.87,0,64
0,4/17/2016,4,6,TRUE,FALSE,FALSE,FALSE,3.36,0,47
0,4/18/2016,4,0,FALSE,FALSE,FALSE,FALSE,3.92,0,48
0,4/19/2016,4,1,FALSE,FALSE,FALSE,FALSE,4.27,20,715
0,4/20/2016,4,2,FALSE,FALSE,FALSE,FALSE,3.29,0,40
0,4/21/2016,4,3,FALSE,FALSE,FALSE,FALSE,3.45,10,413
0,4/22/2016,4,4,FALSE,FALSE,FALSE,FALSE,4.79,5,220
0,4/23/2016,4,5,TRUE,FALSE,FALSE,FALSE,4.86,15,471.5
0,4/24/2016,4,6,TRUE,FALSE,FALSE,FALSE,3.91,15,417
0,4/25/2016,4,0,FALSE,FALSE,FALSE,FALSE,4.84,20,500
0,4/26/2016,4,1,FALSE,FALSE,FALSE,FALSE,5.95,20,508
0,4/27/2016,4,2,FALSE,FALSE,FALSE,FALSE,2.9,0,35
0,4/28/2016,4,3,FALSE,FALSE,FALSE,FALSE,5.72,15,489
0,4/29/2016,4,4,FALSE,FALSE,FALSE,FALSE,3.95,20,717
0,4/30/2016,4,5,TRUE,FALSE,FALSE,FALSE,2.89,5,246
0,5/1/2016,5,6,TRUE,FALSE,FALSE,FALSE,2.11,0,43
0,5/2/2016,5,0,FALSE,FALSE,FALSE,FALSE,2.88,15,510.5
0,5/3/2016,5,1,FALSE,FALSE,FALSE,FALSE,3.17,15,572
0,5/4/2016,5,2,FALSE,FALSE,FALSE,FALSE,3.91,30,912
0,5/5/2016,5,3,FALSE,FALSE,FALSE,FALSE,2.97,0,44
0,5/6/2016,5,4,FALSE,FALSE,FALSE,FALSE,3.99,0,42
0,5/7/2016,5,5,TRUE,FALSE,FALSE,FALSE,4.92,30,728
0,5/8/2016,5,6,TRUE,FALSE,FALSE,FALSE,4.56,35,1060
0,5/9/2016,5,0,FALSE,FALSE,FALSE,FALSE,3.25,20,642
0,5/10/2016,5,1,FALSE,FALSE,FALSE,FALSE,3.87,0,38
0,5/11/2016,5,2,FALSE,FALSE,FALSE,FALSE,5.32,0,42
0,5/12/2016,5,3,FALSE,FALSE,FALSE,FALSE,5.34,5,175
0,5/13/2016,5,4,FALSE,FALSE,FALSE,FALSE,3.36,0,49
0,5/14/2016,5,5,TRUE,FALSE,FALSE,FALSE,4.94,0,45
0,5/15/2016,5,6,TRUE,FALSE,FALSE,FALSE,3.54,30,781
0,5/16/2016,5,0,FALSE,FALSE,FALSE,FALSE,3.93,0,35
0,5/17/2016,5,1,FALSE,FALSE,FALSE,FALSE,3.4,0,23
0,5/18/2016,5,2,FALSE,FALSE,FALSE,FALSE,3.72,20,721
0,5/19/2016,5,3,FALSE,FALSE,FALSE,FALSE,3.37,10,424
0,5/20/2016,5,4,FALSE,FALSE,FALSE,FALSE,3.29,0,57
0,5/21/2016,5,5,TRUE,FALSE,FALSE,FALSE,6.47,0,46
0,5/22/2016,5,6,TRUE,FALSE,FALSE,FALSE,2.77,25,1041.5
0,5/23/2016,5,0,FALSE,FALSE,FALSE,FALSE,4.29,5,192
0,5/24/2016,5,1,FALSE,FALSE,FALSE,FALSE,4.35,30,698
0,5/25/2016,5,2,FALSE,FALSE,FALSE,FALSE,4.23,0,40
0,5/26/2016,5,3,FALSE,FALSE,FALSE,FALSE,4.57,5,206.5
0,5/27/2016,5,4,FALSE,FALSE,FALSE,FALSE,3.9,10,410
0,5/28/2016,5,5,TRUE,FALSE,FALSE,FALSE,3.88,5,238.5
0,5/29/2016,5,6,TRUE,FALSE,FALSE,FALSE,4.16,5,189
0,5/30/2016,5,0,FALSE,TRUE,FALSE,FALSE,2.65,15,534.5
0,5/31/2016,5,1,FALSE,FALSE,FALSE,FALSE,5.5,0,45
0,6/1/2016,6,2,FALSE,FALSE,FALSE,FALSE,4.85,15,409.5
0,6/2/2016,6,3,FALSE,FALSE,FALSE,FALSE,7.31,0,52
0,6/3/2016,6,4,FALSE,FALSE,FALSE,FALSE,2.6,0,41
0,6/4/2016,6,5,TRUE,FALSE,FALSE,FALSE,4.82,5,166
0,6/5/2016,6,6,TRUE,FALSE,FALSE,FALSE,2.06,0,37
0,6/6/2016,6,0,FALSE,FALSE,FALSE,FALSE,3.27,0,39
0,6/7/2016,6,1,FALSE,FALSE,FALSE,FALSE,5.37,5,144
0,6/8/2016,6,2,FALSE,FALSE,FALSE,FALSE,4.63,20,396
0,6/9/2016,6,3,FALSE,FALSE,FALSE,FALSE,4.33,20,652
0,6/10/2016,6,4,FALSE,FALSE,FALSE,FALSE,3.02,0,35
0,6/11/2016,6,5,TRUE,FALSE,FALSE,FALSE,3.41,25,615
0,6/12/2016,6,6,TRUE,FALSE,FALSE,FALSE,5.05,10,231
0,6/13/2016,6,0,FALSE,FALSE,FALSE,FALSE,4.29,35,929.5
0,6/14/2016,6,1,FALSE,FALSE,FALSE,FALSE,3.29,5,199.5
0,6/15/2016,6,2,FALSE,FALSE,FALSE,FALSE,4.16,0,29
0,6/16/2016,6,3,FALSE,FALSE,FALSE,FALSE,4.96,10,334
0,6/17/2016,6,4,FALSE,FALSE,FALSE,FALSE,5.24,0,54
0,6/18/2016,6,5,TRUE,FALSE,FALSE,FALSE,3.63,15,392
0,6/19/2016,6,6,TRUE,FALSE,FALSE,FALSE,2.68,5,209
0,6/20/2016,6,0,FALSE,FALSE,FALSE,FALSE,2.67,0,38
0,6/21/2016,6,1,FALSE,FALSE,FALSE,FALSE,2.83,15,653
0,6/22/2016,6,2,FALSE,FALSE,FALSE,FALSE,4.94,15,454.5
0,6/23/2016,6,3,FALSE,FALSE,FALSE,FALSE,2.67,5,232
0,6/24/2016,6,4,FALSE,FALSE,FALSE,FALSE,3.93,25,896
0,6/25/2016,6,5,TRUE,FALSE,FALSE,FALSE,3.57,20,819
0,6/26/2016,6,6,TRUE,FALSE,FALSE,FALSE,4.4,0,29
0,6/27/2016,6,0,FALSE,FALSE,FALSE,FALSE,3.89,5,163
0,6/28/2016,6,1,FALSE,FALSE,FALSE,FALSE,2.97,15,664.5
0,6/29/2016,6,2,FALSE,FALSE,FALSE,FALSE,7.25,15,230.5
0,6/30/2016,6,3,FALSE,FALSE,FALSE,FALSE,3.83,20,540
0,7/1/2016,7,4,FALSE,FALSE,FALSE,FALSE,2.13,10,573
0,7/2/2016,7,5,TRUE,FALSE,FALSE,FALSE,3.73,0,52
0,7/3/2016,7,6,TRUE,FALSE,FALSE,FALSE,3.12,5,213
0,7/4/2016,7,0,FALSE,TRUE,FALSE,FALSE,3.96,10,376
0,7/5/2016,7,1,FALSE,FALSE,FALSE,FALSE,4.32,0,44
0,7/6/2016,7,2,FALSE,FALSE,FALSE,FALSE,2.55,5,236
0,7/7/2016,7,3,FALSE,FALSE,FALSE,FALSE,5.5,30,900
0,7/8/2016,7,4,FALSE,FALSE,FALSE,FALSE,4.44,10,440
0,7/9/2016,7,5,TRUE,FALSE,FALSE,FALSE,3.48,10,356
0,7/10/2016,7,6,TRUE,FALSE,FALSE,FALSE,5.56,25,622.5
0,7/11/2016,7,0,FALSE,FALSE,FALSE,FALSE,2.62,25,1103.5
0,7/12/2016,7,1,FALSE,FALSE,FALSE,FALSE,3.95,0,55
0,7/13/2016,7,2,FALSE,FALSE,FALSE,FALSE,3.71,30,1084
0,7/14/2016,7,3,FALSE,FALSE,FALSE,FALSE,4.98,15,503
0,7/15/2016,7,4,FALSE,FALSE,FALSE,FALSE,4.06,10,468
0,7/16/2016,7,5,TRUE,FALSE,FALSE,FALSE,3.18,10,462
0,7/17/2016,7,6,TRUE,FALSE,FALSE,FALSE,3.25,5,219.5
0,7/18/2016,7,0,FALSE,FALSE,FALSE,FALSE,3.17,0,39
0,7/19/2016,7,1,FALSE,FALSE,FALSE,FALSE,3.21,0,53
0,7/20/2016,7,2,FALSE,FALSE,FALSE,FALSE,4.18,5,196.5
0,7/21/2016,7,3,FALSE,FALSE,FALSE,FALSE,6.08,5,189
0,7/22/2016,7,4,FALSE,FALSE,FALSE,FALSE,4.34,20,724
0,7/23/2016,7,5,TRUE,FALSE,FALSE,FALSE,3.2,0,62
0,7/24/2016,7,6,TRUE,FALSE,FALSE,FALSE,3.61,5,212.5
0,7/25/2016,7,0,FALSE,FALSE,FALSE,FALSE,2.73,15,706.5
0,7/26/2016,7,1,FALSE,FALSE,FALSE,FALSE,4.77,15,546.5
0,7/27/2016,7,2,FALSE,FALSE,FALSE,FALSE,8.35,5,117
0,7/28/2016,7,3,FALSE,FALSE,FALSE,FALSE,5.34,0,44
0,7/29/2016,7,4,FALSE,FALSE,FALSE,FALSE,4.23,5,196
0,7/30/2016,7,5,TRUE,FALSE,FALSE,FALSE,3.84,5,249
0,7/31/2016,7,6,TRUE,FALSE,FALSE,FALSE,3.3,0,44
0,8/1/2016,8,0,FALSE,FALSE,FALSE,FALSE,4.01,35,942.5
0,8/2/2016,8,1,FALSE,FALSE,FALSE,FALSE,4.75,15,493.5
0,8/3/2016,8,2,FALSE,FALSE,FALSE,FALSE,5.01,25,763.5
0,8/4/2016,8,3,FALSE,FALSE,FALSE,FALSE,5.38,10,282
0,8/5/2016,8,4,FALSE,FALSE,FALSE,FALSE,3.74,5,232
0,8/6/2016,8,5,TRUE,FALSE,FALSE,FALSE,3.44,0,57
0,8/7/2016,8,6,TRUE,FALSE,FALSE,FALSE,2.76,0,54
0,8/8/2016,8,0,FALSE,FALSE,FALSE,FALSE,4.41,20,527
0,8/9/2016,8,1,FALSE,FALSE,FALSE,FALSE,3.3,15,553
0,8/10/2016,8,2,FALSE,FALSE,FALSE,FALSE,4.6,0,45
0,8/11/2016,8,3,FALSE,FALSE,FALSE,FALSE,5.4,0,52
0,8/12/2016,8,4,FALSE,FALSE,FALSE,FALSE,4.87,0,64
0,8/13/2016,8,5,TRUE,FALSE,FALSE,FALSE,4.64,10,322
0,8/14/2016,8,6,TRUE,FALSE,FALSE,FALSE,3.48,0,35
0,8/15/2016,8,0,FALSE,FALSE,FALSE,FALSE,4.58,10,325
0,8/16/2016,8,1,FALSE,FALSE,FALSE,FALSE,3.78,0,43
0,8/17/2016,8,2,FALSE,FALSE,FALSE,FALSE,3.59,15,524
0,8/18/2016,8,3,FALSE,FALSE,FALSE,FALSE,4.92,20,556
0,8/19/2016,8,4,FALSE,FALSE,FALSE,FALSE,3.64,20,872
0,8/20/2016,8,5,TRUE,FALSE,FALSE,FALSE,4.65,25,756.5
0,8/21/2016,8,6,TRUE,FALSE,FALSE,FALSE,3.1,15,464
0,8/22/2016,8,0,FALSE,FALSE,FALSE,FALSE,2.34,30,1054
0,8/23/2016,8,1,FALSE,FALSE,FALSE,FALSE,3.59,0,45
0,8/24/2016,8,2,FALSE,FALSE,FALSE,FALSE,5.2,10,305
0,8/25/2016,8,3,FALSE,FALSE,FALSE,FALSE,5.21,15,469.5
0,8/26/2016,8,4,FALSE,FALSE,FALSE,FALSE,2.32,20,1020
0,8/27/2016,8,5,TRUE,FALSE,FALSE,FALSE,4.72,15,391
0,8/28/2016,8,6,TRUE,FALSE,FALSE,FALSE,4.73,0,61
0,8/29/2016,8,0,FALSE,FALSE,FALSE,FALSE,4.98,15,396.5
0,8/30/2016,8,1,FALSE,FALSE,FALSE,FALSE,3.99,0,43
0,8/31/2016,8,2,FALSE,FALSE,FALSE,FALSE,2.72,20,735
0,9/1/2016,9,3,FALSE,FALSE,FALSE,FALSE,3.85,0,45
0,9/2/2016,9,4,FALSE,FALSE,FALSE,FALSE,3.13,10,445
0,9/3/2016,9,5,TRUE,FALSE,FALSE,FALSE,3.88,0,63
0,9/4/2016,9,6,TRUE,FALSE,FALSE,FALSE,2.21,5,247.5
0,9/5/2016,9,0,FALSE,TRUE,FALSE,FALSE,4.74,10,340
0,9/6/2016,9,1,FALSE,FALSE,FALSE,FALSE,3.58,15,523
0,9/7/2016,9,2,FALSE,FALSE,FALSE,FALSE,5.91,0,46
0,9/8/2016,9,3,FALSE,FALSE,FALSE,FALSE,4.55,0,47
0,9/9/2016,9,4,FALSE,FALSE,FALSE,FALSE,6.07,0,61
0,9/10/2016,9,5,TRUE,FALSE,FALSE,FALSE,1.86,35,1666.5
0,9/11/2016,9,6,TRUE,FALSE,FALSE,FALSE,3.88,30,993
0,9/12/2016,9,0,FALSE,FALSE,FALSE,FALSE,4.13,5,207
0,9/13/2016,9,1,FALSE,FALSE,FALSE,FALSE,3.87,5,192
0,9/14/2016,9,2,FALSE,FALSE,FALSE,FALSE,4.96,5,167.5
0,9/15/2016,9,3,FALSE,FALSE,FALSE,FALSE,3.65,0,46
0,9/16/2016,9,4,FALSE,FALSE,FALSE,FALSE,2.84,20,917
0,9/17/2016,9,5,TRUE,FALSE,FALSE,FALSE,3.76,10,382
0,9/18/2016,9,6,TRUE,FALSE,FALSE,FALSE,2.27,10,378
0,9/19/2016,9,0,FALSE,FALSE,FALSE,FALSE,4.68,5,189
0,9/20/2016,9,1,FALSE,FALSE,FALSE,FALSE,4.13,15,479.5
0,9/21/2016,9,2,FALSE,FALSE,FALSE,FALSE,3.8,15,614.5
0,9/22/2016,9,3,FALSE,FALSE,FALSE,FALSE,4.45,15,548
0,9/23/2016,9,4,FALSE,FALSE,FALSE,FALSE,3.28,15,649
0,9/24/2016,9,5,TRUE,FALSE,FALSE,FALSE,6.23,20,629
0,9/25/2016,9,6,TRUE,FALSE,FALSE,FALSE,4.5,5,173.5
0,9/26/2016,9,0,FALSE,FALSE,FALSE,FALSE,2.19,5,207
0,9/27/2016,9,1,FALSE,FALSE,FALSE,FALSE,3.93,5,254
0,9/28/2016,9,2,FALSE,FALSE,FALSE,FALSE,5.7,25,781
0,9/29/2016,9,3,FALSE,FALSE,FALSE,FALSE,3.23,10,363
0,9/30/2016,9,4,FALSE,FALSE,FALSE,FALSE,4.92,0,67
0,10/1/2016,10,5,TRUE,FALSE,FALSE,FALSE,3.28,15,748
0,10/2/2016,10,6,TRUE,FALSE,FALSE,FALSE,4.32,10,366
0,10/3/2016,10,0,FALSE,FALSE,FALSE,FALSE,5.93,10,330
0,10/4/2016,10,1,FALSE,FALSE,FALSE,FALSE,2.68,25,1148
0,10/5/2016,10,2,FALSE,FALSE,FALSE,FALSE,2.64,0,40
0,10/6/2016,10,3,FALSE,FALSE,FALSE,FALSE,5.23,0,67
0,10/7/2016,10,4,FALSE,FALSE,FALSE,FALSE,2.9,0,67
0,10/8/2016,10,5,TRUE,FALSE,FALSE,FALSE,4.06,30,1208
0,10/9/2016,10,6,TRUE,FALSE,FALSE,FALSE,3.45,10,497
0,10/10/2016,10,0,FALSE,TRUE,FALSE,FALSE,5.17,10,412
0,10/11/2016,10,1,FALSE,FALSE,FALSE,FALSE,3.33,0,57
0,10/12/2016,10,2,FALSE,FALSE,FALSE,FALSE,4.74,5,250
0,10/13/2016,10,3,FALSE,FALSE,FALSE,FALSE,1.97,30,1687
0,10/14/2016,10,4,FALSE,FALSE,FALSE,FALSE,3.54,10,458
0,10/15/2016,10,5,TRUE,FALSE,FALSE,FALSE,4.14,0,78
0,10/16/2016,10,6,TRUE,FALSE,FALSE,FALSE,2.67,15,724.5
0,10/17/2016,10,0,FALSE,FALSE,FALSE,FALSE,3.16,5,301
0,10/18/2016,10,1,FALSE,FALSE,FALSE,FALSE,3.11,0,49
0,10/19/2016,10,2,FALSE,FALSE,FALSE,FALSE,3.38,0,47
0,10/20/2016,10,3,FALSE,FALSE,FALSE,FALSE,4,20,952
0,10/21/2016,10,4,FALSE,FALSE,FALSE,FALSE,4.37,25,1238
0,10/22/2016,10,5,TRUE,FALSE,FALSE,FALSE,3.48,20,810
0,10/23/2016,10,6,TRUE,FALSE,FALSE,FALSE,5.15,10,370
0,10/24/2016,10,0,FALSE,FALSE,FALSE,FALSE,4.2,0,54
0,10/25/2016,10,1,FALSE,FALSE,FALSE,FALSE,5.24,0,59
0,10/26/2016,10,2,FALSE,FALSE,FALSE,FALSE,4.17,5,263
0,10/27/2016,10,3,FALSE,FALSE,FALSE,FALSE,4.56,5,257
0,10/28/2016,10,4,FALSE,FALSE,FALSE,FALSE,3.92,5,283.5
0,10/29/2016,10,5,TRUE,FALSE,FALSE,FALSE,3.52,0,58
0,10/30/2016,10,6,TRUE,FALSE,FALSE,FALSE,3.08,20,879
0,10/31/2016,10,0,FALSE,FALSE,FALSE,FALSE,4.55,0,44
0,11/1/2016,11,1,FALSE,FALSE,FALSE,TRUE,3.99,5,285.5
0,11/2/2016,11,2,FALSE,FALSE,FALSE,TRUE,4.84,25,778
0,11/3/2016,11,3,FALSE,FALSE,FALSE,TRUE,3.84,0,54
0,11/4/2016,11,4,FALSE,FALSE,FALSE,TRUE,3.28,25,1173.5
0,11/5/2016,11,5,TRUE,FALSE,FALSE,TRUE,4.96,15,620.5
0,11/6/2016,11,6,TRUE,FALSE,FALSE,TRUE,3.2,15,639
0,11/7/2016,11,0,FALSE,FALSE,FALSE,TRUE,3.95,0,66
0,11/8/2016,11,1,FALSE,FALSE,FALSE,TRUE,4.17,5,260
0,11/9/2016,11,2,FALSE,FALSE,FALSE,TRUE,3.63,10,544
0,11/10/2016,11,3,FALSE,FALSE,FALSE,TRUE,6.4,20,861
0,11/11/2016,11,4,FALSE,TRUE,FALSE,TRUE,2.86,0,75
0,11/12/2016,11,5,TRUE,FALSE,FALSE,TRUE,5.08,0,63
0,11/13/2016,11,6,TRUE,FALSE,FALSE,TRUE,5.5,0,66
0,11/14/2016,11,0,FALSE,FALSE,FALSE,TRUE,3.52,10,413
0,11/15/2016,11,1,FALSE,FALSE,FALSE,TRUE,4.07,5,232
0,11/16/2016,11,2,FALSE,FALSE,FALSE,TRUE,4.74,35,1487
0,11/17/2016,11,3,FALSE,FALSE,FALSE,TRUE,5.3,5,173
0,11/18/2016,11,4,FALSE,FALSE,FALSE,TRUE,5.18,0,66
0,11/19/2016,11,5,TRUE,FALSE,FALSE,TRUE,4.3,15,615
0,11/20/2016,11,6,TRUE,FALSE,FALSE,TRUE,3.81,10,540
0,11/21/2016,11,0,FALSE,FALSE,FALSE,TRUE,3.68,10,529
0,11/22/2016,11,1,FALSE,FALSE,FALSE,TRUE,5.63,5,234
0,11/23/2016,11,2,FALSE,FALSE,FALSE,TRUE,4.61,5,247.5
0,11/24/2016,11,3,FALSE,TRUE,FALSE,TRUE,4.96,5,247.5
0,11/25/2016,11,4,FALSE,FALSE,FALSE,TRUE,4.39,0,92
0,11/26/2016,11,5,TRUE,FALSE,FALSE,TRUE,2.74,0,53
0,11/27/2016,11,6,TRUE,FALSE,FALSE,TRUE,4.33,5,269
0,11/28/2016,11,0,FALSE,FALSE,FALSE,TRUE,4.77,0,63
0,11/29/2016,11,1,FALSE,FALSE,FALSE,TRUE,4.55,10,381
0,11/30/2016,11,2,FALSE,FALSE,FALSE,TRUE,3.28,10,478
